cover_image_name,k,t,command,type,value
n02,1,65536,write,total,38125
n02,1,65536,read,processing,10123
n02,1,65536,read,total,12501
n02,1,65536,write,processing,15142
n02,1,65536,write,total,39231
n02,1,65536,read,processing,10134
n02,1,65536,read,total,12489
n02,1,65536,write,processing,15169
n02,1,65536,write,total,38890
n02,1,65536,read,processing,10106
n02,1,65536,read,total,12417
n02,1,65536,write,processing,15169
n02,1,65536,write,total,40499
n02,1,65536,read,processing,10118
n02,1,65536,read,total,12433
n02,1,65536,write,processing,15135
n02,1,65536,write,total,40012
n02,1,65536,read,processing,10170
n02,1,65536,read,total,12472
n02,1,65536,write,processing,15164
n02,1,65536,write,total,40240
n02,1,65536,read,processing,10154
n02,1,65536,read,total,12470
n02,1,131072,write,processing,30651
n02,1,131072,write,total,58892
n02,1,131072,read,processing,20422
n02,1,131072,read,total,22817
n02,1,131072,write,processing,30598
n02,1,131072,write,total,59868
n02,1,131072,read,processing,20492
n02,1,131072,read,total,22847
n02,1,131072,write,processing,30532
n02,1,131072,write,total,56644
n02,1,131072,read,processing,21145
n02,1,131072,read,total,23535
n02,1,131072,write,processing,31517
n02,1,131072,write,total,59835
n02,1,131072,read,processing,21173
n02,1,131072,read,total,23543
n02,1,131072,write,processing,31485
n02,1,131072,write,total,57979
n02,1,131072,read,processing,21128
n02,1,131072,read,total,23534
n02,1,131072,write,processing,31531
n02,1,131072,write,total,59891
n02,1,131072,read,processing,21144
n02,1,131072,read,total,23557
n02,1,131072,write,processing,32389
n02,1,131072,write,total,60241
n02,1,131072,read,processing,21259
n02,1,131072,read,total,23707
n02,1,131072,write,processing,31845
n02,1,131072,write,total,60083
n02,1,131072,read,processing,21118
n02,1,131072,read,total,23504
n02,1,131072,write,processing,31905
n02,1,131072,write,total,58521
n02,1,131072,read,processing,21559
n02,1,131072,read,total,24202
n02,1,131072,write,processing,31503
n02,1,131072,write,total,58530
n02,1,131072,read,processing,24747
n02,1,131072,read,total,27266
n02,1,262144,write,processing,54543
n02,1,262144,write,total,78364
n02,1,262144,read,processing,37351
n02,1,262144,read,total,39543
n02,1,262144,write,processing,55683
n02,1,262144,write,total,79677
n02,1,262144,read,processing,37249
n02,1,262144,read,total,39419
n02,1,262144,write,processing,55632
n02,1,262144,write,total,79121
n02,1,262144,read,processing,38152
n02,1,262144,read,total,40290
n02,1,262144,write,processing,56369
n02,1,262144,write,total,80036
n02,1,262144,read,processing,38197
n02,1,262144,read,total,40370
n02,1,262144,write,processing,56484
n02,1,262144,write,total,79711
n02,1,262144,read,processing,38246
n02,1,262144,read,total,40533
n02,1,262144,write,processing,56401
n02,1,262144,write,total,79689
n02,1,262144,read,processing,38231
n02,1,262144,read,total,40399
n02,1,262144,write,processing,56382
n02,1,262144,write,total,79931
n02,1,262144,read,processing,38265
n02,1,262144,read,total,40435
n02,1,262144,write,processing,56782
n02,1,262144,write,total,79606
n02,1,262144,read,processing,38390
n02,1,262144,read,total,40627
n02,1,262144,write,processing,56508
n02,1,262144,write,total,80561
n02,1,262144,read,processing,38231
n02,1,262144,read,total,40392
n02,1,262144,write,processing,56400
n02,1,262144,write,total,80312
n02,1,262144,read,processing,38167
n02,1,262144,read,total,40414
n02,2,16,write,processing,6
n02,2,16,write,total,22615
n02,2,16,read,processing,3
n02,2,16,read,total,2184
n02,2,16,write,processing,7
n02,2,16,write,total,22030
n02,2,16,read,processing,3
n02,2,16,read,total,2311
n02,2,16,write,processing,7
n02,2,16,write,total,28732
n02,2,16,read,processing,3
n02,2,16,read,total,2234
n02,2,16,write,processing,7
n02,2,16,write,total,28932
n02,2,16,read,processing,3
n02,2,16,read,total,2359
n02,2,16,write,processing,7
n02,2,16,write,total,31384
n02,2,16,read,processing,3
n02,2,16,read,total,2414
n02,2,16,write,processing,9
n02,2,16,write,total,31316
n02,2,16,read,processing,3
n02,2,16,read,total,2243
n02,2,16,write,processing,7
n02,2,16,write,total,28465
n02,2,16,read,processing,3
n02,2,16,read,total,2379
n02,2,16,write,processing,7
n02,2,16,write,total,25514
n02,2,16,read,processing,3
n02,2,16,read,total,2379
n02,2,16,write,processing,11
n02,2,16,write,total,27069
n02,2,16,read,processing,3
n02,2,16,read,total,2345
n02,2,16,write,processing,7
n02,2,16,write,total,25425
n02,2,16,read,processing,3
n02,2,16,read,total,2436
n02,2,32,write,processing,10
n02,2,32,write,total,24893
n02,2,32,read,processing,5
n02,2,32,read,total,2261
n02,2,32,write,processing,11
n02,2,32,write,total,25924
n02,2,32,read,processing,5
n02,2,32,read,total,2414
n02,2,32,write,processing,11
n02,2,32,write,total,24132
n02,2,32,read,processing,7
n02,2,32,read,total,2381
n02,2,32,write,processing,10
n02,2,32,write,total,24890
n02,2,32,read,processing,5
n02,2,32,read,total,2420
n02,2,32,write,processing,11
n02,2,32,write,total,25486
n02,2,32,read,processing,5
n02,2,32,read,total,2472
n02,2,32,write,processing,12
n02,2,32,write,total,26635
n02,2,32,read,processing,5
n02,2,32,read,total,2394
n02,2,32,write,processing,11
n02,2,32,write,total,25973
n02,2,32,read,processing,5
n02,2,32,read,total,2477
n02,2,32,write,processing,11
n02,2,32,write,total,29241
n02,2,32,read,processing,5
n02,2,32,read,total,2485
n02,2,32,write,processing,13
n02,2,32,write,total,26426
n02,2,32,read,processing,6
n02,2,32,read,total,2561
n02,2,32,write,processing,12
n02,2,32,write,total,26477
n02,2,32,read,processing,6
n02,2,32,read,total,2439
n02,2,64,write,processing,18
n02,2,64,write,total,24790
n02,2,64,read,processing,9
n02,2,64,read,total,2363
n02,2,64,write,processing,18
n02,2,64,write,total,25952
n02,2,64,read,processing,9
n02,2,64,read,total,2344
n02,2,64,write,processing,18
n02,2,64,write,total,24920
n02,2,64,read,processing,9
n02,2,64,read,total,2431
n02,2,64,write,processing,18
n02,2,64,write,total,26128
n02,2,64,read,processing,9
n02,2,64,read,total,2423
n02,2,64,write,processing,18
n02,2,64,write,total,25575
n02,2,64,read,processing,9
n02,2,64,read,total,2386
n02,2,64,write,processing,18
n02,2,64,write,total,26516
n02,2,64,read,processing,9
n02,2,64,read,total,2400
n02,2,64,write,processing,18
n02,2,64,write,total,25739
n02,2,64,read,processing,9
n02,2,64,read,total,2403
n02,2,64,write,processing,18
n02,2,64,write,total,25572
n02,2,64,read,processing,9
n02,2,64,read,total,2413
n02,2,64,write,processing,19
n02,2,64,write,total,27520
n02,2,64,read,processing,10
n02,2,64,read,total,2468
n02,2,64,write,processing,18
n02,2,64,write,total,27633
n02,2,64,read,processing,10
n02,2,64,read,total,2458
n02,2,128,write,processing,31
n02,2,128,write,total,27316
n02,2,128,read,processing,17
n02,2,128,read,total,2393
n02,2,128,write,processing,31
n02,2,128,write,total,26711
n02,2,128,read,processing,17
n02,2,128,read,total,2373
n02,2,128,write,processing,31
n02,2,128,write,total,24545
n02,2,128,read,processing,18
n02,2,128,read,total,2443
n02,2,128,write,processing,32
n02,2,128,write,total,26326
n02,2,128,read,processing,18
n02,2,128,read,total,2470
n02,2,128,write,processing,33
n02,2,128,write,total,26697
n02,2,128,read,processing,18
n02,2,128,read,total,2446
n02,2,128,write,processing,32
n02,2,128,write,total,25850
n02,2,128,read,processing,18
n02,2,128,read,total,2467
n02,2,128,write,processing,32
n02,2,128,write,total,27180
n02,2,128,read,processing,18
n02,2,128,read,total,2410
n02,2,128,write,processing,32
n02,2,128,write,total,32781
n02,2,128,read,processing,18
n02,2,128,read,total,2449
n02,2,128,write,processing,32
n02,2,128,write,total,33101
n02,2,128,read,processing,18
n02,2,128,read,total,2436
n02,2,128,write,processing,32
n02,2,128,write,total,26367
n02,2,128,read,processing,18
n02,2,128,read,total,2505
n02,2,256,write,processing,59
n02,2,256,write,total,28800
n02,2,256,read,processing,33
n02,2,256,read,total,2382
n02,2,256,write,processing,58
n02,2,256,write,total,25865
n02,2,256,read,processing,33
n02,2,256,read,total,2361
n02,2,256,write,processing,59
n02,2,256,write,total,24988
n02,2,256,read,processing,33
n02,2,256,read,total,2329
n02,2,256,write,processing,58
n02,2,256,write,total,25607
n02,2,256,read,processing,34
n02,2,256,read,total,2414
n02,2,256,write,processing,66
n02,2,256,write,total,33685
n02,2,256,read,processing,34
n02,2,256,read,total,2403
n02,2,256,write,processing,60
n02,2,256,write,total,32911
n02,2,256,read,processing,34
n02,2,256,read,total,2446
n02,2,256,write,processing,60
n02,2,256,write,total,33275
n02,2,256,read,processing,34
n02,2,256,read,total,2433
n02,2,256,write,processing,60
n02,2,256,write,total,28427
n02,2,256,read,processing,34
n02,2,256,read,total,2723
n02,2,256,write,processing,64
n02,2,256,write,total,28221
n02,2,256,read,processing,36
n02,2,256,read,total,2771
n02,2,256,write,processing,64
n02,2,256,write,total,27452
n02,2,256,read,processing,35
n02,2,256,read,total,2483
n02,2,512,write,processing,112
n02,2,512,write,total,24142
n02,2,512,read,processing,65
n02,2,512,read,total,2381
n02,2,512,write,processing,112
n02,2,512,write,total,25370
n02,2,512,read,processing,65
n02,2,512,read,total,2411
n02,2,512,write,processing,112
n02,2,512,write,total,27021
n02,2,512,read,processing,67
n02,2,512,read,total,2425
n02,2,512,write,processing,141
n02,2,512,write,total,25892
n02,2,512,read,processing,67
n02,2,512,read,total,2472
n02,2,512,write,processing,117
n02,2,512,write,total,26657
n02,2,512,read,processing,67
n02,2,512,read,total,2470
n02,2,512,write,processing,116
n02,2,512,write,total,26371
n02,2,512,read,processing,67
n02,2,512,read,total,2461
n02,2,512,write,processing,115
n02,2,512,write,total,26182
n02,2,512,read,processing,69
n02,2,512,read,total,2626
n02,2,512,write,processing,119
n02,2,512,write,total,27440
n02,2,512,read,processing,69
n02,2,512,read,total,2501
n02,2,512,write,processing,146
n02,2,512,write,total,26076
n02,2,512,read,processing,69
n02,2,512,read,total,2610
n02,2,512,write,processing,119
n02,2,512,write,total,27219
n02,2,512,read,processing,69
n02,2,512,read,total,2581
n02,2,1024,write,processing,220
n02,2,1024,write,total,25713
n02,2,1024,read,processing,128
n02,2,1024,read,total,2439
n02,2,1024,write,processing,220
n02,2,1024,write,total,25290
n02,2,1024,read,processing,128
n02,2,1024,read,total,2440
n02,2,1024,write,processing,220
n02,2,1024,write,total,26722
n02,2,1024,read,processing,160
n02,2,1024,read,total,2450
n02,2,1024,write,processing,220
n02,2,1024,write,total,25543
n02,2,1024,read,processing,133
n02,2,1024,read,total,2489
n02,2,1024,write,processing,227
n02,2,1024,write,total,25825
n02,2,1024,read,processing,132
n02,2,1024,read,total,2513
n02,2,1024,write,processing,227
n02,2,1024,write,total,26298
n02,2,1024,read,processing,133
n02,2,1024,read,total,2603
n02,2,1024,write,processing,226
n02,2,1024,write,total,25770
n02,2,1024,read,processing,133
n02,2,1024,read,total,2590
n02,2,1024,write,processing,226
n02,2,1024,write,total,25816
n02,2,1024,read,processing,132
n02,2,1024,read,total,2571
n02,2,1024,write,processing,247
n02,2,1024,write,total,26299
n02,2,1024,read,processing,137
n02,2,1024,read,total,2668
n02,2,1024,write,processing,234
n02,2,1024,write,total,27137
n02,2,1024,read,processing,137
n02,2,1024,read,total,2649
n02,2,2048,write,processing,445
n02,2,2048,write,total,26676
n02,2,2048,read,processing,256
n02,2,2048,read,total,2595
n02,2,2048,write,processing,435
n02,2,2048,write,total,26722
n02,2,2048,read,processing,256
n02,2,2048,read,total,2607
n02,2,2048,write,processing,436
n02,2,2048,write,total,32286
n02,2,2048,read,processing,256
n02,2,2048,read,total,3449
n02,2,2048,write,processing,440
n02,2,2048,write,total,27248
n02,2,2048,read,processing,264
n02,2,2048,read,total,2620
n02,2,2048,write,processing,450
n02,2,2048,write,total,27184
n02,2,2048,read,processing,264
n02,2,2048,read,total,2652
n02,2,2048,write,processing,449
n02,2,2048,write,total,26556
n02,2,2048,read,processing,264
n02,2,2048,read,total,2680
n02,2,2048,write,processing,449
n02,2,2048,write,total,26247
n02,2,2048,read,processing,264
n02,2,2048,read,total,2677
n02,2,2048,write,processing,449
n02,2,2048,write,total,25319
n02,2,2048,read,processing,267
n02,2,2048,read,total,2701
n02,2,2048,write,processing,450
n02,2,2048,write,total,26239
n02,2,2048,read,processing,264
n02,2,2048,read,total,2678
n02,2,2048,write,processing,505
n02,2,2048,write,total,34609
n02,2,2048,read,processing,301
n02,2,2048,read,total,2725
n02,2,4096,write,processing,842
n02,2,4096,write,total,32181
n02,2,4096,read,processing,495
n02,2,4096,read,total,2847
n02,2,4096,write,processing,865
n02,2,4096,write,total,31695
n02,2,4096,read,processing,510
n02,2,4096,read,total,2821
n02,2,4096,write,processing,889
n02,2,4096,write,total,26408
n02,2,4096,read,processing,563
n02,2,4096,read,total,2871
n02,2,4096,write,processing,866
n02,2,4096,write,total,26117
n02,2,4096,read,processing,510
n02,2,4096,read,total,2837
n02,2,4096,write,processing,867
n02,2,4096,write,total,25979
n02,2,4096,read,processing,526
n02,2,4096,read,total,2943
n02,2,4096,write,processing,895
n02,2,4096,write,total,28346
n02,2,4096,read,processing,553
n02,2,4096,read,total,2916
n02,2,4096,write,processing,900
n02,2,4096,write,total,28100
n02,2,4096,read,processing,526
n02,2,4096,read,total,2864
n02,2,4096,write,processing,921
n02,2,4096,write,total,28686
n02,2,4096,read,processing,526
n02,2,4096,read,total,2922
n02,2,4096,write,processing,911
n02,2,4096,write,total,26921
n02,2,4096,read,processing,526
n02,2,4096,read,total,2907
n02,2,4096,write,processing,893
n02,2,4096,write,total,27496
n02,2,4096,read,processing,526
n02,2,4096,read,total,2957
n02,2,8192,write,processing,1679
n02,2,8192,write,total,32675
n02,2,8192,read,processing,992
n02,2,8192,read,total,3280
n02,2,8192,write,processing,1703
n02,2,8192,write,total,32748
n02,2,8192,read,processing,1021
n02,2,8192,read,total,3363
n02,2,8192,write,processing,1778
n02,2,8192,write,total,33726
n02,2,8192,read,processing,1022
n02,2,8192,read,total,3339
n02,2,8192,write,processing,1757
n02,2,8192,write,total,33504
n02,2,8192,read,processing,1022
n02,2,8192,read,total,3345
n02,2,8192,write,processing,1730
n02,2,8192,write,total,33954
n02,2,8192,read,processing,1026
n02,2,8192,read,total,3369
n02,2,8192,write,processing,1731
n02,2,8192,write,total,26662
n02,2,8192,read,processing,1660
n02,2,8192,read,total,4887
n02,2,8192,write,processing,1779
n02,2,8192,write,total,30205
n02,2,8192,read,processing,1074
n02,2,8192,read,total,3696
n02,2,8192,write,processing,1787
n02,2,8192,write,total,28508
n02,2,8192,read,processing,1131
n02,2,8192,read,total,3570
n02,2,8192,write,processing,1841
n02,2,8192,write,total,28574
n02,2,8192,read,processing,1116
n02,2,8192,read,total,3526
n02,2,8192,write,processing,1843
n02,2,8192,write,total,28787
n02,2,8192,read,processing,1115
n02,2,8192,read,total,3536
n02,2,16384,write,processing,3469
n02,2,16384,write,total,27852
n02,2,16384,read,processing,2017
n02,2,16384,read,total,4266
n02,2,16384,write,processing,3376
n02,2,16384,write,total,28270
n02,2,16384,read,processing,2082
n02,2,16384,read,total,4373
n02,2,16384,write,processing,3470
n02,2,16384,write,total,28640
n02,2,16384,read,processing,2042
n02,2,16384,read,total,4374
n02,2,16384,write,processing,3482
n02,2,16384,write,total,30792
n02,2,16384,read,processing,2072
n02,2,16384,read,total,4393
n02,2,16384,write,processing,3577
n02,2,16384,write,total,28977
n02,2,16384,read,processing,2045
n02,2,16384,read,total,4381
n02,2,16384,write,processing,3499
n02,2,16384,write,total,29727
n02,2,16384,read,processing,2129
n02,2,16384,read,total,4498
n02,2,16384,write,processing,3585
n02,2,16384,write,total,29321
n02,2,16384,read,processing,2123
n02,2,16384,read,total,4490
n02,2,16384,write,processing,3584
n02,2,16384,write,total,29557
n02,2,16384,read,processing,2132
n02,2,16384,read,total,4524
n02,2,16384,write,processing,3585
n02,2,16384,write,total,29492
n02,2,16384,read,processing,2108
n02,2,16384,read,total,4499
n02,2,16384,write,processing,3589
n02,2,16384,write,total,30556
n02,2,16384,read,processing,2149
n02,2,16384,read,total,4588
n02,2,32768,write,processing,6625
n02,2,32768,write,total,30706
n02,2,32768,read,processing,3985
n02,2,32768,read,total,6265
n02,2,32768,write,processing,6744
n02,2,32768,write,total,31558
n02,2,32768,read,processing,3993
n02,2,32768,read,total,6313
n02,2,32768,write,processing,6724
n02,2,32768,write,total,30973
n02,2,32768,read,processing,4008
n02,2,32768,read,total,6279
n02,2,32768,write,processing,6775
n02,2,32768,write,total,31602
n02,2,32768,read,processing,4108
n02,2,32768,read,total,6420
n02,2,32768,write,processing,6931
n02,2,32768,write,total,32365
n02,2,32768,read,processing,4111
n02,2,32768,read,total,6434
n02,2,32768,write,processing,6934
n02,2,32768,write,total,33192
n02,2,32768,read,processing,4128
n02,2,32768,read,total,6463
n02,2,32768,write,processing,6960
n02,2,32768,write,total,32652
n02,2,32768,read,processing,4109
n02,2,32768,read,total,6510
n02,2,32768,write,processing,6932
n02,2,32768,write,total,31234
n02,2,32768,read,processing,4110
n02,2,32768,read,total,6516
n02,2,32768,write,processing,6939
n02,2,32768,write,total,30934
n02,2,32768,read,processing,4120
n02,2,32768,read,total,6451
n02,2,32768,write,processing,6931
n02,2,32768,write,total,31660
n02,2,32768,read,processing,4109
n02,2,32768,read,total,6460
n02,2,65536,write,processing,12725
n02,2,65536,write,total,36318
n02,2,65536,read,processing,7558
n02,2,65536,read,total,9768
n02,2,65536,write,processing,12716
n02,2,65536,write,total,36641
n02,2,65536,read,processing,7764
n02,2,65536,read,total,9967
n02,2,65536,write,processing,13062
n02,2,65536,write,total,37510
n02,2,65536,read,processing,7735
n02,2,65536,read,total,9920
n02,2,65536,write,processing,13056
n02,2,65536,write,total,37398
n02,2,65536,read,processing,7955
n02,2,65536,read,total,10240
n02,2,65536,write,processing,13443
n02,2,65536,write,total,37676
n02,2,65536,read,processing,7958
n02,2,65536,read,total,10242
n02,2,65536,write,processing,13456
n02,2,65536,write,total,37820
n02,2,65536,read,processing,7979
n02,2,65536,read,total,10247
n02,2,65536,write,processing,13466
n02,2,65536,write,total,38122
n02,2,65536,read,processing,7958
n02,2,65536,read,total,10248
n02,2,65536,write,processing,13451
n02,2,65536,write,total,37945
n02,2,65536,read,processing,8204
n02,2,65536,read,total,10562
n02,2,65536,write,processing,14047
n02,2,65536,write,total,40214
n02,2,65536,read,processing,8199
n02,2,65536,read,total,10512
n02,2,65536,write,processing,14035
n02,2,65536,write,total,44181
n02,2,65536,read,processing,8229
n02,2,65536,read,total,10541
n02,2,131072,write,processing,24760
n02,2,131072,write,total,47737
n02,2,131072,read,processing,14631
n02,2,131072,read,total,16772
n02,2,131072,write,processing,24808
n02,2,131072,write,total,48164
n02,2,131072,read,processing,15030
n02,2,131072,read,total,17235
n02,2,131072,write,processing,25362
n02,2,131072,write,total,49253
n02,2,131072,read,processing,15491
n02,2,131072,read,total,17709
n02,2,131072,write,processing,26216
n02,2,131072,write,total,49126
n02,2,131072,read,processing,15774
n02,2,131072,read,total,18056
n02,2,131072,write,processing,26364
n02,2,131072,write,total,49743
n02,2,131072,read,processing,15565
n02,2,131072,read,total,17859
n02,2,131072,write,processing,26315
n02,2,131072,write,total,49636
n02,2,131072,read,processing,15458
n02,2,131072,read,total,17752
n02,2,131072,write,processing,26123
n02,2,131072,write,total,49365
n02,2,131072,read,processing,15587
n02,2,131072,read,total,17824
n02,2,131072,write,processing,26265
n02,2,131072,write,total,49690
n02,2,131072,read,processing,15583
n02,2,131072,read,total,17856
n02,2,131072,write,processing,26124
n02,2,131072,write,total,54936
n02,2,131072,read,processing,15470
n02,2,131072,read,total,17754
n02,2,131072,write,processing,26261
n02,2,131072,write,total,49401
n02,2,131072,read,processing,15466
n02,2,131072,read,total,17667
n02,2,262144,write,processing,50830
n02,2,262144,write,total,76850
n02,2,262144,read,processing,31269
n02,2,262144,read,total,33550
n02,2,262144,write,processing,52192
n02,2,262144,write,total,76993
n02,2,262144,read,processing,31110
n02,2,262144,read,total,33378
n02,2,262144,write,processing,53606
n02,2,262144,write,total,77973
n02,2,262144,read,processing,31205
n02,2,262144,read,total,33501
n02,2,262144,write,processing,52206
n02,2,262144,write,total,77093
n02,2,262144,read,processing,31136
n02,2,262144,read,total,33402
n02,2,262144,write,processing,52148
n02,2,262144,write,total,77184
n02,2,262144,read,processing,30940
n02,2,262144,read,total,33290
n02,2,262144,write,processing,53394
n02,2,262144,write,total,79103
n02,2,262144,read,processing,31236
n02,2,262144,read,total,33560
n02,2,262144,write,processing,52179
n02,2,262144,write,total,77153
n02,2,262144,read,processing,30978
n02,2,262144,read,total,33273
n02,2,262144,write,processing,52217
n02,2,262144,write,total,84321
n02,2,262144,read,processing,31013
n02,2,262144,read,total,33378
n02,2,262144,write,processing,55826
n02,2,262144,write,total,80908
n02,2,262144,read,processing,31981
n02,2,262144,read,total,34380
n02,2,262144,write,processing,55144
n02,2,262144,write,total,80736
n02,2,262144,read,processing,32688
n02,2,262144,read,total,35166
t01,1,100,write,processing,26
t01,1,100,write,total,23911
t01,1,100,read,processing,16
t01,1,100,read,total,2436
t01,1,100,write,processing,26
t01,1,100,write,total,30399
t01,1,100,read,processing,16
t01,1,100,read,total,2583
t01,1,100,write,processing,27
t01,1,100,write,total,23878
t01,1,100,read,processing,17
t01,1,100,read,total,2521
t01,1,100,write,processing,27
t01,1,100,write,total,24211
t01,1,100,read,processing,17
t01,1,100,read,total,2577
t01,1,100,write,processing,27
t01,1,100,write,total,25628
t01,1,100,read,processing,17
t01,1,100,read,total,2590
t01,1,100,write,processing,28
t01,1,100,write,total,25677
t01,1,100,read,processing,17
t01,1,100,read,total,2583
t01,1,100,write,processing,28
t01,1,100,write,total,25739
t01,1,100,read,processing,17
t01,1,100,read,total,2666
t01,1,100,write,processing,29
t01,1,100,write,total,25609
t01,1,100,read,processing,18
t01,1,100,read,total,2699
t01,1,100,write,processing,29
t01,1,100,write,total,26165
t01,1,100,read,processing,17
t01,1,100,read,total,2711
t01,1,100,write,processing,28
t01,1,100,write,total,25231
t01,1,100,read,processing,18
t01,1,100,read,total,2676
t01,1,370000,write,processing,76711
t01,1,370000,write,total,101236
t01,1,370000,read,processing,51894
t01,1,370000,read,total,54252
t01,1,370000,write,processing,80214
t01,1,370000,write,total,104703
t01,1,370000,read,processing,52477
t01,1,370000,read,total,54835
t01,1,370000,write,processing,78479
t01,1,370000,write,total,101960
t01,1,370000,read,processing,52671
t01,1,370000,read,total,55061
t01,1,370000,write,processing,79569
t01,1,370000,write,total,102807
t01,1,370000,read,processing,52459
t01,1,370000,read,total,54828
t01,1,370000,write,processing,78483
t01,1,370000,write,total,102586
t01,1,370000,read,processing,52405
t01,1,370000,read,total,54772
t01,1,370000,write,processing,78498
t01,1,370000,write,total,102293
t01,1,370000,read,processing,52399
t01,1,370000,read,total,54707
t01,1,370000,write,processing,78461
t01,1,370000,write,total,102571
t01,1,370000,read,processing,52543
t01,1,370000,read,total,54860
t01,1,370000,write,processing,78591
t01,1,370000,write,total,102583
t01,1,370000,read,processing,52482
t01,1,370000,read,total,54841
t01,1,370000,write,processing,78527
t01,1,370000,write,total,102747
t01,1,370000,read,processing,52496
t01,1,370000,read,total,54868
t01,1,370000,write,processing,78491
t01,1,370000,write,total,102436
t01,1,370000,read,processing,52418
t01,1,370000,read,total,54728
t01,2,100,write,processing,22
t01,2,100,write,total,22676
t01,2,100,read,processing,12
t01,2,100,read,total,2364
t01,2,100,write,processing,23
t01,2,100,write,total,28613
t01,2,100,read,processing,13
t01,2,100,read,total,2500
t01,2,100,write,processing,24
t01,2,100,write,total,24145
t01,2,100,read,processing,13
t01,2,100,read,total,2417
t01,2,100,write,processing,23
t01,2,100,write,total,24636
t01,2,100,read,processing,13
t01,2,100,read,total,2532
t01,2,100,write,processing,25
t01,2,100,write,total,24829
t01,2,100,read,processing,13
t01,2,100,read,total,2533
t01,2,100,write,processing,36
t01,2,100,write,total,25120
t01,2,100,read,processing,14
t01,2,100,read,total,2537
t01,2,100,write,processing,25
t01,2,100,write,total,25277
t01,2,100,read,processing,13
t01,2,100,read,total,2532
t01,2,100,write,processing,26
t01,2,100,write,total,24703
t01,2,100,read,processing,14
t01,2,100,read,total,2576
t01,2,100,write,processing,25
t01,2,100,write,total,25863
t01,2,100,read,processing,14
t01,2,100,read,total,2650
t01,2,100,write,processing,26
t01,2,100,write,total,25817
t01,2,100,read,processing,14
t01,2,100,read,total,2650
t01,2,370000,write,processing,68344
t01,2,370000,write,total,92074
t01,2,370000,read,processing,41544
t01,2,370000,read,total,43895
t01,2,370000,write,processing,69547
t01,2,370000,write,total,93553
t01,2,370000,read,processing,41305
t01,2,370000,read,total,43707
t01,2,370000,write,processing,69643
t01,2,370000,write,total,92884
t01,2,370000,read,processing,41350
t01,2,370000,read,total,43716
t01,2,370000,write,processing,69656
t01,2,370000,write,total,93470
t01,2,370000,read,processing,42589
t01,2,370000,read,total,44963
t01,2,370000,write,processing,69755
t01,2,370000,write,total,93918
t01,2,370000,read,processing,42390
t01,2,370000,read,total,44796
t01,2,370000,write,processing,70260
t01,2,370000,write,total,94761
t01,2,370000,read,processing,42618
t01,2,370000,read,total,45094
t01,2,370000,write,processing,70347
t01,2,370000,write,total,94838
t01,2,370000,read,processing,42690
t01,2,370000,read,total,45116
t01,2,370000,write,processing,70356
t01,2,370000,write,total,94314
t01,2,370000,read,processing,42630
t01,2,370000,read,total,45013
t01,2,370000,write,processing,70398
t01,2,370000,write,total,95108
t01,2,370000,read,processing,42424
t01,2,370000,read,total,44840
t01,2,370000,write,processing,70512
t01,2,370000,write,total,93612
t01,2,370000,read,processing,42463
t01,2,370000,read,total,44891
t01,3,100,write,processing,25
t01,3,100,write,total,26651
t01,3,100,read,processing,14
t01,3,100,read,total,2660
t01,3,100,write,processing,24
t01,3,100,write,total,26639
t01,3,100,read,processing,14
t01,3,100,read,total,2682
t01,3,100,write,processing,25
t01,3,100,write,total,26477
t01,3,100,read,processing,13
t01,3,100,read,total,2664
t01,3,100,write,processing,25
t01,3,100,write,total,27347
t01,3,100,read,processing,14
t01,3,100,read,total,2859
t01,3,100,write,processing,26
t01,3,100,write,total,28008
t01,3,100,read,processing,15
t01,3,100,read,total,2788
t01,3,100,write,processing,26
t01,3,100,write,total,28232
t01,3,100,read,processing,15
t01,3,100,read,total,2790
t01,3,100,write,processing,27
t01,3,100,write,total,32059
t01,3,100,read,processing,15
t01,3,100,read,total,2984
t01,3,100,write,processing,28
t01,3,100,write,total,37148
t01,3,100,read,processing,16
t01,3,100,read,total,3344
t01,3,100,write,processing,28
t01,3,100,write,total,36099
t01,3,100,read,processing,18
t01,3,100,read,total,5051
t01,3,100,write,processing,32
t01,3,100,write,total,38542
t01,3,100,read,processing,50
t01,3,100,read,total,3130
t01,3,370000,write,processing,63385
t01,3,370000,write,total,87445
t01,3,370000,read,processing,40889
t01,3,370000,read,total,43322
t01,3,370000,write,processing,62387
t01,3,370000,write,total,88087
t01,3,370000,read,processing,40417
t01,3,370000,read,total,42775
t01,3,370000,write,processing,64334
t01,3,370000,write,total,89595
t01,3,370000,read,processing,41082
t01,3,370000,read,total,43417
t01,3,370000,write,processing,62262
t01,3,370000,write,total,85986
t01,3,370000,read,processing,40699
t01,3,370000,read,total,43019
t01,3,370000,write,processing,62136
t01,3,370000,write,total,86385
t01,3,370000,read,processing,41388
t01,3,370000,read,total,43770
t01,3,370000,write,processing,62244
t01,3,370000,write,total,87088
t01,3,370000,read,processing,41867
t01,3,370000,read,total,44190
t01,3,370000,write,processing,62266
t01,3,370000,write,total,86334
t01,3,370000,read,processing,40405
t01,3,370000,read,total,42862
t01,3,370000,write,processing,66331
t01,3,370000,write,total,91248
t01,3,370000,read,processing,41556
t01,3,370000,read,total,44066
t01,3,370000,write,processing,64552
t01,3,370000,write,total,88959
t01,3,370000,read,processing,40894
t01,3,370000,read,total,43265
t01,3,370000,write,processing,65100
